MLS Number,Property Type,Status,Street Number,Street Name,Unit Number,City/Location,Zip Code,County,List Price,Close Price,Close Date,Area,Subdivision,Master Planned Community,Market Area,School District,School Elementary,School Middle,School High,Sq Ft Total,Price Sq Ft List,Price Sq Ft Sold,Lot Size,Acres,Price Acre List,Price Acre Sales,Year Built,Bedrooms,Baths Full,Baths Half,Baths Total,Room Count,Fireplaces Number,Stories,New Construction,New Construction Desc,Pool Private,No Of Garage Cap,Style,DOM,CDOM,List Office MLSID,List Office Name,List Agent MLSID,List Agent Full Name,Selling Office MLSID,Selling Office Name,Selling Agent MLSID,Selling Agent Full Name,Realist Owner Name,Last Change Timestamp,List Date ,Cap_Rate
45257389,Rental,Active,850,Heights Hollow,,Houston,77007,Harris,$1900.00,,,16,Memorial Heights Sec 09 Amd,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1240,$1.53,,3302,,,,2003,2,1,1,1.1,6,,2,FALSE,,FALSE,0,Traditional,11,11,CITQ01,Citiquest Properties,debbh,Debbie Hagan,,,,,,09/05/2019 1:55:50 AM,09/05/2019 12:00:00 AM,#N/A
13379873,Rental,Active,505,Jackson Hill,105,Houston,77007,Harris,$1900.00,,,16,Jackson Place Condos,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1416,$1.34,,33080,0.7594,$2502.00,,2004,2,2,1,2.1,4,,1,FALSE,,FALSE,2,Contemporary/Modern,21,21,FRIS01,ULR Properties,axle,William Martin,,,,,,08/26/2019 12:04:55 AM,08/26/2019 12:00:00 AM,#N/A
47158728,Rental,Active,1606,Ovid,,Houston,77007,Harris,$1900.00,,,9,Fritz,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1097,$1.73,,3168,0.0727,$26135.00,,1922,3,3,0,3,3,,1,FALSE,,FALSE,0,,70,70,ETTY01,USA I Asset Group Corp,LNguye,Loan Nguyen,,,,,,07/08/2019 3:43:00 PM,07/08/2019 12:00:00 AM,#N/A
80973833,Rental,Active,320,Jackson Hill,B2,Houston,77007,Harris,$1941.00,,,16,Jackson Hill,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1169,$1.66,,207184,4.7563,$408.00,,2003,2,2,0,2,5,,1,FALSE,,FALSE,1,"Mediterranean, Traditional",54,54,MNRK01,Monark Realty,KGuerra,Kirsten Guerra,,,,,,07/24/2019 2:31:33 PM,07/24/2019 12:00:00 AM,#N/A
70825828,Rental,Active,718,Fowler,,Houston,77007,Harris,$1950.00,,,16,Fowler Place T/H,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1208,$1.61,,1584,0.0364,$53571.00,,1982,2,1,1,1.1,3,2,2,FALSE,,FALSE,2,Traditional,7,7,TWNP01,The Professional Landlords,cdsmith,Cynthia Smith,,,,,,09/09/2019 3:11:41 PM,09/09/2019 12:00:00 AM,#N/A
80007492,Rental,Active,1111,Durham Dr,225,Houston,77007,Harris,$1962.00,,,16,Washington Corridor/ Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1159,$1.69,,441812,10.1426,$193.00,,2018,2,2,0,2,2,,1,FALSE,,FALSE,1,,62,62,FRIS01,ULR Properties,mbmims,Marvin Mims,,,,,,09/09/2019 4:35:52 PM,07/16/2019 12:00:00 AM,#N/A
41459741,Rental,Active,3860,Center,,Houston,77007,Harris,$1990.00,,,16,PLAZA AT CENTER SEC 1 AMEND,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1138,$1.75,,1744,,,,2005,2,2,0,2,6,0,2,FALSE,,FALSE,2,Contemporary/Modern,9,9,ADDM01,"ABJ Property Management, Inc. ",SAWICKID,David Sawicki,,,,,,09/07/2019 4:11:13 PM,09/07/2019 12:00:00 AM,#N/A
15121950,Rental,Active,4319,Eigel,,Houston,77007,Harris,$1995.00,,,16,Upper West End Sec 12,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1418,$1.41,,1908,0.0438,$45548.00,,2005,2,2,1,2.1,2,,2,FALSE,,FALSE,1,Contemporary/Modern,55,55,COLD09,"Coldwell Banker United,",lilianaph,Liliana Pappagallo,,,,,,09/03/2019 2:18:47 PM,07/23/2019 12:00:00 AM,#N/A
88347230,Rental,Active,4115,Blossom,,Houston,77007,Harris,$2000.00,,,16,Frisco,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1360,$1.47,,6384,0.1466,$13643.00,,1920,3,1,0,1,5,,1,FALSE,,FALSE,0,Victorian,56,56,KWHM01,Keller Williams Realty,solecita,Marisol Olvera Sandoval,,,,,,07/22/2019 12:53:45 PM,07/22/2019 12:00:00 AM,#N/A
73263355,Rental,Active,5353,Memorial,1028,Houston,77007,Harris,$2010.00,,,16,Memorial Park/Washington Ave,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1150,$1.75,,,,,,2000,2,2,0,2,3,,1,FALSE,,FALSE,1,"Colonial, French, Traditional",5,5,JPAS01,JPAR - The Sears Group,dagsmith,Danielle Smith,,,,,,09/11/2019 2:44:22 PM,09/11/2019 12:00:00 AM,#N/A
93818148,Rental,Active,939,Heights Hollow,,Houston,77007,Harris,$2050.00,,,16,Memorial Heights Sec 09 Amd,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1818,$1.13,,1400,0.0321,$63863.00,,2005,2,2,0,2,5,,2,FALSE,,FALSE,1,Victorian,24,32,ALMX01,AlphaMax Realty Inc.,jennyj,Jenny Zhang,,,,,,09/03/2019 1:13:09 PM,08/23/2019 12:00:00 AM,#N/A
41105971,Rental,Active,1717,Summer,,Houston,77007,Harris,$2100.00,,,9,First Ward,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1100,$1.91,,2500,0.0574,$36585.00,,1930,2,2,0,2,4,0,1,FALSE,,FALSE,0,"Contemporary/Modern, Victorian",7,7,CHRM01,Modern Charm Realty,mandym,Amanda McGowen,,,,,,09/09/2019 7:41:33 PM,09/09/2019 12:00:00 AM,#N/A
14763250,Rental,Active,4040,Center,,Houston,77007,Harris,$2100.00,,,16,Bonner Street Plaza,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1296,$1.62,,1409,,,,2005,2,2,0,2,7,,1,FALSE,,FALSE,2,Contemporary/Modern,9,9,ATXR01,AREA Texas Realty,TSledge,Travis Sledge,,,,,,09/07/2019 10:48:10 PM,09/07/2019 12:00:00 AM,#N/A
26026866,Rental,Active,716,Sabine,,Houston,77007,Harris,$2100.00,,,9,Sixth Ward,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,960,$2.19,,2640,0.0606,$34653.00,,1870,2,1,0,1,2,,1,FALSE,,FALSE,0,,28,28,HABR01,Habitation Realty,DHILLE,David Hille,,,,,,08/19/2019 4:07:21 PM,08/19/2019 12:00:00 AM,#N/A
80468878,Rental,Active,5353,Memorial,1045,Houston,77007,Harris,$2110.00,,,16,Memorial Park/Washington Ave,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1150,$1.83,,,,,,2000,2,2,0,2,3,,1,FALSE,,FALSE,1,"Colonial, French, Traditional",10,10,JPAS01,JPAR - The Sears Group,dagsmith,Danielle Smith,,,,,,09/11/2019 2:48:44 PM,09/06/2019 12:00:00 AM,#N/A
89177907,Rental,Active,4036,Center,,Houston,77007,Harris,$2150.00,,,16,Bonner Street Plaza,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1296,$1.66,,1466,0.0337,$63798.00,,2005,2,2,0,2,2,,2,FALSE,,FALSE,2,,4,4,NAIS01,"Shelley Naiser Properties,LLC",aawarren,Ashley Warren,,,,,,09/12/2019 2:55:46 PM,09/12/2019 12:00:00 AM,#N/A
54199903,Rental,Active,5704,Darling,,Houston,77007,Harris,$2150.00,,,9,Cottage Grove Sec 04,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1292,$1.66,,5000,0.1148,$18728.00,,1940,3,2,0,2,6,0,1,FALSE,,FALSE,0,Traditional,25,64,KWHM01,Keller Williams Realty,vasrani,Vic Asrani,,,,,,09/01/2019 7:09:41 PM,08/22/2019 12:00:00 AM,#N/A
44909541,Rental,Active,5454,Washington,2413,Houston,77007,Harris,$2151.00,,,16,Pearl/Washington,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1209,$1.78,,132684,3.046,$706.00,,2015,2,2,0,2,3,,6,FALSE,,FALSE,2,,6,6,FRIS01,ULR Properties,hartless,Robert Hartless,,,,,,09/12/2019 11:18:19 AM,09/10/2019 12:00:00 AM,#N/A
28565247,Rental,Active,1518,Washington,A,Houston,77007,Harris,$2195.00,,,9,Baker W R Nsbb,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1750,$1.25,,,,,,1930,2,2,0,2,5,0,3,FALSE,,FALSE,2,Contemporary/Modern,41,41,MRLG01,The Murland Group,lmurland,Lauren Murland,,,,,,09/10/2019 4:02:11 PM,08/06/2019 12:00:00 AM,#N/A
98943628,Rental,Active,3418,Home Street,,Houston,77007,Harris,$2200.00,,,16,Home Street Estates,,Rice Military/Washington Corridor,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1752,$1.26,,1994,,,,2007,3,2,1,2.1,6,1,2,FALSE,,FALSE,2,Traditional,5,5,CBLE01,Houstonian Properties         ,sgill,Sal Gill,,,,,,09/11/2019 6:38:34 PM,09/11/2019 12:00:00 AM,#N/A
85398381,Rental,Active,6402,Rodrigo,,Houston,77007,Harris,$2200.00,,,16,Camp Logan,,Memorial Park,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1302,$1.69,,2500,0.0803,$27397.00,,1940,2,1,0,1,5,1,1,FALSE,,FALSE,0,Traditional,32,32,TRNR01,Martha Turner Sotheby's,LORIR,Lori Riberi,,,,,,08/15/2019 12:04:25 PM,08/15/2019 12:00:00 AM,#N/A
39833426,Rental,Active,3950,Floyd,21,Houston,77007,Harris,$2250.00,,,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1577,$1.43,,,,,,2008,2,2,1,2.1,6,0,4,FALSE,,FALSE,1,Traditional,18,18,HREG01,Hunter Real Estate Group      ,HOOPS,Terri Turner-Swete,,,,,,08/29/2019 2:45:03 PM,08/29/2019 12:00:00 AM,#N/A
45423572,Rental,Active,662,Lester,,Houston,77007,Harris,$2250.00,,,16,Tin Alley,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1757,$1.28,,1484,0.0341,$65982.00,,2000,3,2,0,2,3,,3,FALSE,,FALSE,2,,55,55,MRHC01,MANAGErenthouses.com,KICW,Wojciech Kic,,,,,,09/10/2019 5:11:05 PM,07/23/2019 12:00:00 AM,#N/A
62688001,Rental,Active,150,Sabine St,231,Houston,77007,Harris,$2279.00,,,16,NA,,Midtown - Houston,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1491,$1.53,,,,,,1998,2,2,0,2,4,,,FALSE,,FALSE,2,,18,18,GLDM01,Goldmount Real Estate Group,zainkhan,Zain Khan,,,,,,09/04/2019 2:03:13 AM,08/15/2019 12:00:00 AM,#N/A
61037010,Rental,Active,150,Sabine St,116,Houston,77007,Harris,$2283.00,,,16,NA,,Midtown - Houston,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1461,$1.56,,,,,,1998,2,2,0,2,4,,,FALSE,,FALSE,2,,18,18,GLDM01,Goldmount Real Estate Group,zainkhan,Zain Khan,,,,,,09/04/2019 1:59:42 AM,08/15/2019 12:00:00 AM,#N/A
80493243,Rental,Active,5701,Kiam,F,Houston,77007,Harris,$2300.00,,,9,Arabell Gardens,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2374,$0.97,,2051,0.0471,$48832.00,,2006,3,3,1,3.1,5,,3,FALSE,,FALSE,2,Traditional,3,3,ICTY01,Intercity Realty,tychen,David Chen,,,,,,09/13/2019 5:42:23 PM,09/13/2019 12:00:00 AM,#N/A
5271522,Rental,Active,5844,Larkin,,Houston,77007,Harris,$2300.00,,,9,Cottage Grove,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2149,$1.07,,2473,,,,2005,3,2,1,2.1,8,,2,FALSE,,FALSE,2,,6,6,HREG01,Hunter Real Estate Group      ,HOOPS,Terri Turner-Swete,,,,,,09/10/2019 8:59:43 AM,09/10/2019 12:00:00 AM,#N/A
70217305,Rental,Active,3950,Floyd,17,Houston,77007,Harris,$2300.00,,,16,Floyd Street Twnhms,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1577,$1.46,,24369,0.5594,$4112.00,,2008,2,2,1,2.1,6,,4,FALSE,,FALSE,1,,14,14,WPUT01,Expert Way Realty,gopuente,Will Puente,,,,,,09/02/2019 12:05:24 PM,09/02/2019 12:00:00 AM,#N/A
11766485,Rental,Active,4517,Feagan,C,Houston,77007,Harris,$2300.00,,,16,Quarters Feagan,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1766,$1.30,,1750,0.0402,$57214.00,,2003,2,2,1,2.1,6,1,3,FALSE,,FALSE,2,Traditional,34,34,CORZ01,Corzo Group Properties,FABIAN,Fabian Corzo,,,,,,09/09/2019 11:24:07 AM,08/13/2019 12:00:00 AM,#N/A
5118840,Rental,Active,4414,Center,,Houston,77007,Harris,$2300.00,,,16,Center Street Plaza Sec 02,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2107,$1.09,,1725,,,,2004,3,2,1,2.1,7,,3,FALSE,,FALSE,2,Contemporary/Modern,70,70,HDSO01,Home Dream Solutions,ManikaS,Manika Sethia,,,,,,08/30/2019 12:41:08 PM,07/08/2019 12:00:00 AM,#N/A
74736258,Rental,Active,320,Jackson Hill,B3,Houston,77007,Harris,$2350.00,,,16,Jackson Hill,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1405,$1.67,,207184,4.7563,$494.00,,2003,2,2,0,2,5,,1,FALSE,,FALSE,2,"Mediterranean, Traditional",54,54,MNRK01,Monark Realty,KGuerra,Kirsten Guerra,,,,,,07/24/2019 2:45:54 PM,07/24/2019 12:00:00 AM,#N/A
64398581,Rental,Active,1629,Knox,,Houston,77007,Harris,$2400.00,,,16,Cohn Street Plaza,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1304,$1.84,,1440,,,,2006,2,2,0,2,2,0,2,FALSE,,FALSE,2,Other Style,23,23,NINO01,Nino Properties,KBerg,Kristina Berg,,,,,,08/24/2019 6:37:28 PM,08/24/2019 12:00:00 AM,#N/A
10285507,Rental,Active,1304,Dart,E,Houston,77007,Harris,$2425.00,,,9,City New Twnhms,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2008,$1.21,,1344,0.0309,$78479.00,,2002,3,2,2,2.2,7,1,3,FALSE,,FALSE,2,,46,46,ERGH01,Equinox Realty Group,JAYBRAD,Jay Bradley,,,,,,09/14/2019 9:30:24 PM,08/01/2019 12:00:00 AM,#N/A
89426753,Rental,Active,5000,Schuler,B,Houston,77007,Harris,$2450.00,,,16,Schuler Place Gardens Sec 02,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1796,$1.36,,1500,,,,2006,3,3,0,3,9,,3,FALSE,,FALSE,2,Contemporary/Modern,7,7,BLRS01,Blue Rose Realty,mrsysims,Yolanda Sims,,,,,,09/09/2019 9:22:12 PM,09/09/2019 12:00:00 AM,#N/A
82429121,Rental,Active,5610,Kiam,C,Houston,77007,Harris,$2450.00,,,9,Five Thousand 06 Hundred 10 Kia,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2010,$1.22,,1584,0.0364,$67308.00,,2008,3,3,1,3.1,5,1,3,FALSE,,FALSE,2,"French, Traditional",10,10,EXPD01,eXp Realty,elvaduong,Elva Duong,,,,,,09/06/2019 10:13:19 AM,09/06/2019 12:00:00 AM,#N/A
43374563,Rental,Active,320,Jackson Hill,C1,Houston,77007,Harris,$2475.00,,,16,Jackson Hill,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1555,$1.59,,207184,4.7563,$520.00,,2003,3,2,0,2,5,,1,FALSE,,FALSE,2,"Mediterranean, Traditional",54,54,MNRK01,Monark Realty,KGuerra,Kirsten Guerra,,,,,,07/24/2019 2:53:26 PM,07/24/2019 12:00:00 AM,#N/A
16578650,Rental,Active,150,Sabine St,259,Houston,77007,Harris,$2492.00,,,16,NA,,Midtown - Houston,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1606,$1.55,,,,,,1998,2,2,0,2,4,,,FALSE,,FALSE,2,,18,18,GLDM01,Goldmount Real Estate Group,zainkhan,Zain Khan,,,,,,09/04/2019 1:59:16 AM,08/15/2019 12:00:00 AM,#N/A
13428989,Rental,Active,5608,Kansas,A,Houston,77007,Harris,$2500.00,,,9,Toscana Court 09,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1648,$1.52,,1850,0.0425,$58824.00,,2007,3,2,0,2,7,,2,FALSE,,FALSE,2,,1,1,FRIS01,ULR Properties,stacielg,Stacie Giroux,,,,,,09/15/2019 11:40:56 AM,09/15/2019 12:00:00 AM,#N/A
78059349,Rental,Active,2722,Sherwin,,Houston,77007,Harris,$2500.00,,,9,Cottage Grove Sec 07,,Cottage Grove,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1527,$1.64,,1613,0.037,$67568.00,,2006,3,2,1,2.1,3,1,2,FALSE,,FALSE,2,,2,2,COLD24,"Coldwell Banker United,",ZION,Lisa Mose,,,,,,09/14/2019 1:58:41 AM,09/14/2019 12:00:00 AM,#N/A
58746322,Rental,Active,924,Birdsall,,Houston,77007,Harris,$2500.00,,,16,Rice Military,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2157,$1.16,,1927,0.0442,$56561.00,,1999,3,2,1,2.1,8,1,2.5,FALSE,,FALSE,2,Traditional,10,10,TRNR01,Martha Turner Sotheby's,KKAK,Karen Keplinger Stowers,,,,,,09/06/2019 2:09:00 PM,09/06/2019 12:00:00 AM,#N/A
74597323,Rental,Active,939,Colorado,15,Houston,77007,Harris,$2500.00,,,9,Washington/Colorado Twnhs,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2088,$1.20,,1606,0.0369,$67751.00,,1999,3,3,0,3,7,1,3,FALSE,,FALSE,2,Traditional,5,5,HMTH01,"Hometech, REALTORS",GVasighi,Gholamhossei Vasighi,,,,,,09/11/2019 9:51:00 PM,09/11/2019 12:00:00 AM,#N/A
4499040,Rental,Active,2110,Shearn,16D,Houston,77007,Harris,$2500.00,,,9,Sawyer Brownstones,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1743,$1.43,,,,,,2008,3,3,1,3.1,7,,4,FALSE,,FALSE,2,Traditional,21,62,RMXS01,RE/MAX Southwest              ,WANDERGA,Gary Wander,,,,,,08/26/2019 3:02:56 PM,08/26/2019 12:00:00 AM,#N/A
88664243,Rental,Active,2624,Detering,,Houston,77007,Harris,$2500.00,,,9,La Aldea Sub,,Cottage Grove,27 - Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1464,$1.71,,2013,0.0462,$54113.00,,2006,3,2,1,2.1,4,,2,FALSE,,FALSE,2,,25,25,CSCD01,"Cascade National Realty, LLC",KBLong,Kamerin Long,,,,,,08/22/2019 10:02:24 PM,08/22/2019 12:00:00 AM,#N/A
29592070,Rental,Active,811,Detering,,Houston,77007,Harris,$2500.00,,,16,Detering,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1920,$1.30,,1498,,,,1998,2,2,0,2,5,,3,FALSE,,FALSE,2,Contemporary/Modern,29,29,RLKR01,Real Living Karapasha Realty,MATKIR,Vanessa Nickolas,,,,,,08/18/2019 12:53:09 PM,08/18/2019 12:00:00 AM,#N/A
62768862,Rental,Active,5327,Floyd,,Houston,77007,Harris,$2550.00,,,16,Floyd Street Twnhms,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2291,$1.11,,1432,0.0329,$77508.00,,1999,3,3,1,3.1,7,1,3,FALSE,,FALSE,2,Traditional,25,25,BERK02,Berkshire Hathaway HomeService,SCHMIDTJ,Janet Schmidt,,,,,,09/10/2019 3:43:22 PM,08/22/2019 12:00:00 AM,#N/A
10572711,Rental,Active,633,Hartman,,Houston,77007,Harris,$2550.00,,,16,Park At Hartman,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2405,$1.06,,1404,,,,2001,3,3,0,3,3,,2,FALSE,,FALSE,2,Traditional,38,38,CPPS01,Complete Property Services,LME,Lynn Elbert,,,,,,09/06/2019 1:05:27 PM,08/09/2019 12:00:00 AM,#N/A
1096734,Rental,Active,4435,Eigel,,Houston,77007,Harris,$2550.00,,,16,upper west end,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1748,$1.46,,1809,,,,2004,3,2,0,2,7,,,FALSE,,FALSE,2,,48,48,FRIS01,ULR Properties,nhb,Nicholas Bourgeois,,,,,,07/30/2019 8:45:56 AM,07/30/2019 12:00:00 AM,#N/A
65081825,Rental,Active,213,Birdsall,,Houston,77007,Harris,$2600.00,,,16,Millennium Homes At Birdsall,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2609,$1.00,,1704,0.0391,$66496.00,,2005,3,3,1,3.1,3,1,3,FALSE,,FALSE,2,Contemporary/Modern,7,7,WDWR01,World Wide Realty,YYang,Yu Yang,,,,,,09/09/2019 11:10:44 AM,09/09/2019 12:00:00 AM,#N/A
27617259,Rental,Active,1209,Summer st,,Houston,77007,Harris,$2600.00,,,9,Baker NSBB,,Washington East/Sabine,27 - Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1415,$1.84,,2500,,,,1930,2,2,0,2,5,,2,FALSE,,FALSE,0,Traditional,11,11,LRBG01,Greenbriar Real Estate Service,Thiltgen,Michael Thiltgen,,,,,,09/07/2019 2:52:15 PM,09/05/2019 12:00:00 AM,#N/A
